user_id,reranked_rec
700,"[1124695, 1029743, 1106523, 883404, 1021116, 1038217, 1101010, 1056509, 1082185, 5569845, 869577, 999270, 5568378, 937571, 884774, 935317, 1062782, 871756, 937292, 1045220, 873964, 1137284, 928049, 1044078, 1053763, 945200, 9526564, 1117514, 9527160, 904360]"
701,"[10344585, 981760, 891632, 1130468, 8065410, 995242, 965719, 5569230, 847982, 854852, 835098, 944137, 1098066, 977545, 1082185, 13158992, 906017, 913026, 1106523, 1088429, 1109352, 1086641, 821083, 837304, 970866, 12263788, 1014509, 1073718, 1050645, 951590]"
702,"[1082185, 865456, 899624, 1029743, 6534178, 834236, 995242, 9835947, 8177622, 1065593, 923746, 838136, 1028805, 8020234, 984677, 8203451, 1071939, 985605, 1047619, 989069, 1075305, 5569230, 822101, 823758, 9836195, 961991, 995230, 1108844, 919963, 904360]"
703,"[6534178, 1404121, 995242, 1121720, 901776, 1058997, 9884484, 946995, 5569230, 1134174, 1046275, 916575, 981760, 8090546, 881708, 1043751, 988208, 1090017, 1082185, 848669, 1059347, 5582712, 970365, 828891, 1007512, 1041796, 883068, 913144, 827667, 1007195]"
705,"[7431990, 912112, 995242, 1029743, 1106523, 871876, 827683, 824073, 1114597, 908531, 10251182, 913249, 1082310, 914697, 9526630, 1082185, 5587133, 1004945, 911878, 992300, 1096851, 8020171, 1081177, 826249, 13095243, 1007195, 909894, 1076516, 7407023, 1055072]"
706,"[1029743, 923746, 6534178, 995242, 1070820, 883404, 893501, 1053690, 5569471, 834117, 916122, 5569230, 981760, 12810393, 1107973, 8090521, 991747, 970119, 8090532, 1125199, 979707, 7168129, 933835, 1088634, 835098, 1081177, 951590, 1102959, 1098066, 904360]"
707,"[1029743, 923746, 5569471, 6534178, 6533889, 1005609, 965766, 1082185, 7025114, 844179, 946055, 824005, 1044078, 987562, 1003188, 1037965, 842930, 1014948, 1110111, 829291, 902172, 989101, 1013167, 866211, 965292, 1127831, 1075786, 1057102, 851903, 824303]"
708,"[1029743, 910439, 845208, 1082185, 995785, 976065, 995242, 1069609, 909249, 1117537, 883404, 1010164, 932179, 865885, 12524174, 1040346, 981760, 1117514, 5565202, 929433, 7168129, 843744, 1041259, 1004906, 941741, 1132763, 1006649, 826249, 15831209, 1007195]"
709,"[860776, 879755, 844179, 908531, 825541, 1085604, 992622, 995785, 961554, 1120741, 1092026, 889692, 995242, 906017, 870547, 844165, 1081177, 1075368, 891505, 5568378, 882441, 1124729, 1119051, 1080677, 1051069, 12810393, 1080414, 854852, 1093113, 5570590]"
710,"[1106523, 922636, 981760, 1132770, 1110572, 838602, 925626, 6534178, 1028816, 858478, 1021116, 1111839, 5591038, 960318, 1044078, 934131, 999714, 6553737, 1082185, 1068719, 1138189, 5569230, 874736, 954006, 834103, 833723, 1074524, 913202, 1012873, 9487927]"
711,"[1037840, 975649, 1026946, 1030362, 1038467, 8293732, 942088, 1029743, 839147, 15511396, 828393, 907099, 970202, 983584, 1026118, 1071377, 12172240, 1107824, 1066289, 1114483, 995242, 1068719, 1124729, 847703, 997200, 12427353, 857697, 1092354, 1131500, 834435]"
712,"[1082185, 1070820, 900842, 995785, 999270, 1006878, 1056509, 921504, 902172, 981760, 870515, 961554, 963365, 872137, 823775, 860776, 1021519, 904833, 925863, 822049, 1006184, 1033857, 6534178, 1137775, 1082770, 1135044, 963835, 915493, 940766, 993441]"
713,"[1075368, 5569230, 10344585, 962229, 1029743, 898601, 841266, 6534178, 845675, 849843, 5569471, 1052294, 1082185, 6773230, 964968, 7409957, 1005186, 1064919, 10345155, 854852, 9655696, 1039156, 957938, 868015, 1131488, 1000476, 5568197, 6534480, 7168057, 12757316]"
714,"[1082185, 8090537, 1058997, 1131438, 944139, 1126899, 1093113, 5568378, 826249, 1004097, 883404, 892008, 844179, 959985, 923746, 961554, 5569230, 987724, 854852, 1130858, 8090546, 819765, 1044078, 1094308, 823704, 872417, 1098066, 9527161, 6944571, 1015247]"
715,"[981760, 6463520, 995242, 1133018, 1033615, 6463451, 909894, 885863, 1082185, 1051069, 1087102, 1139830, 949616, 857849, 1093413, 1080414, 1022872, 1092948, 1118393, 1023958, 986394, 1082269, 925514, 848355, 990941, 8160319, 851057, 823758, 910291, 6396492]"
716,"[1055646, 1082185, 1058997, 847982, 916122, 883404, 1052325, 1126899, 12263841, 826249, 968215, 908504, 999858, 1022119, 12757280, 6534178, 824758, 994928, 985999, 930118, 1127831, 1005898, 1057102, 840361, 903325, 1117514, 13007284, 1075074, 1115576, 5995202]"
717,"[6534178, 861445, 1102959, 6442594, 1098066, 826249, 1016298, 1080414, 1005186, 1053763, 1068719, 1119946, 1139830, 982790, 1129576, 911215, 7025204, 863802, 904023, 1129709, 917494, 7025517, 1038728, 1033142, 972742, 9526412, 1053282, 1093658, 1055646, 850058]"
718,"[844179, 860776, 826249, 5585510, 845208, 995242, 1029743, 920308, 999971, 916122, 1082185, 1092026, 1098066, 6534178, 995785, 859075, 857849, 883404, 1096036, 849843, 1085604, 1013321, 944486, 6534166, 1005609, 928754, 827361, 8203599, 1139220, 1051542]"
719,"[1082185, 1106523, 819978, 897752, 895930, 933835, 1133018, 1099802, 841266, 953476, 1134058, 1040807, 902238, 1108168, 849843, 845082, 1016260, 934427, 1035207, 1138292, 1137342, 1135834, 1043751, 1079228, 823098, 1026946, 985893, 7166862, 832285, 1130692]"
720,"[1056212, 1081177, 819840, 1115069, 895268, 863447, 854852, 1055504, 1018050, 879734, 968215, 840361, 909714, 865174, 911614, 1025650, 5563693, 1083254, 967205, 13002975, 6703892, 9859052, 1112766, 6919469, 933637, 1007195, 1026118, 1022254, 1098248, 1092264]"
721,"[1058997, 1126899, 7168286, 930918, 1084342, 968774, 1107553, 1127817, 9934800, 895070, 1041032, 9396821, 862732, 1011300, 960732, 826249, 887342, 873577, 1117556, 1014860, 878775, 1102067, 1027808, 10345155, 1061220, 925514, 862349, 1070898, 999563, 908489]"
722,"[9803592, 1082185, 920958, 1077312, 1133018, 6533889, 885356, 1106523, 5586942, 9803686, 830526, 5565536, 916122, 854852, 13008327, 5588666, 5584620, 997506, 925854, 972569, 893641, 1059891, 1058997, 832007, 1055853, 977497, 1003441, 9911514, 868888, 5995603]"
723,"[1082185, 878996, 8205577, 860776, 1022340, 862349, 1071343, 1082212, 1024731, 1043920, 9419443, 1081177, 916487, 15596488, 995965, 827079, 961554, 1105478, 909268, 1104481, 999104, 968936, 830887, 1105488, 9420181, 834962, 1096317, 994928, 13007518, 1102185]"
725,"[1133018, 1038217, 1106523, 893501, 961269, 883404, 844165, 1096036, 1058997, 868764, 826249, 987562, 995785, 1098066, 962568, 1092026, 1126899, 1053690, 994928, 930917, 1062966, 1082185, 860776, 937571, 892008, 835864, 986760, 1125904, 1053763, 914186]"
726,"[830941, 1024731, 1136666, 995242, 1040701, 1065129, 1007959, 981944, 1101706, 1087605, 995965, 1081189, 1082185, 912004, 13506200, 9832070, 852600, 907128, 933835, 1000237, 1000586, 12757280, 869344, 939831, 1061068, 1127831, 837413, 1081177, 1015113, 9836460]"
727,"[923746, 1106523, 935126, 859075, 1038663, 830795, 845208, 950894, 1071939, 847982, 978974, 840764, 918335, 957736, 1031083, 834484, 1085351, 824311, 995876, 1042438, 836445, 5568721, 1029915, 845109, 1100972, 1043590, 870547, 1075470, 892008, 867648]"
728,"[1070015, 6534178, 1029743, 861445, 995242, 899624, 1102416, 923746, 976199, 1085604, 986912, 1069039, 1013928, 844179, 1101771, 1069268, 999714, 5569792, 900770, 1080677, 7409971, 7410290, 971474, 1042702, 1106117, 843898, 1093444, 896611, 1004596, 1014981]"
729,"[1870702, 1082185, 1029743, 961554, 981760, 840361, 995785, 1098066, 900112, 995242, 6632283, 1039840, 1011645, 1848541, 866211, 1857013, 854852, 2034828, 892004, 1313189, 916122, 904360, 1874568, 852856, 1817725, 1127831, 1915708, 6534178, 1024833, 5703832]"
730,"[1126899, 1058997, 971983, 1082185, 9526185, 960732, 909894, 1122358, 9419268, 954347, 6979089, 1023958, 836281, 8293447, 927382, 1044487, 1006878, 1089066, 1134810, 6039740, 849843, 5566752, 1081177, 1009046, 1019247, 1006664, 9926758, 1043494, 12188610, 6553737]"
731,"[847982, 6534178, 908531, 995242, 1082185, 1029743, 962229, 981760, 1107553, 983584, 909894, 5572828, 1005186, 6919433, 1110843, 1091365, 9396824, 13842107, 1063207, 1118533, 1081177, 893018, 923746, 1132763, 863802, 849098, 1004950, 1027808, 1011300, 1058997]"
733,"[5569471, 7443137, 966891, 1017041, 906502, 1000170, 947654, 1034837, 1121636, 9487306, 890612, 5566472, 1119374, 828857, 1042942, 7157395, 1056162, 899580, 1102250, 932702, 885697, 908489, 1036939, 879635, 1050543, 870390, 9526730, 886803, 954722, 1126310]"
734,"[6391381, 995242, 970160, 1110142, 1139830, 845163, 1082185, 979312, 1119051, 1029743, 916381, 1055646, 1005274, 821083, 997128, 831628, 1053690, 12262830, 1100533, 867188, 6534166, 938138, 1070702, 5568758, 1000753, 959737, 854852, 6533765, 904360, 997309]"
735,"[1106523, 1043663, 981760, 908846, 6534871, 1041032, 949023, 899502, 879755, 898869, 1121603, 912019, 866227, 973648, 888612, 993390, 955074, 1135681, 1083740, 829727, 951590, 1122405, 999226, 864964, 890610, 904360, 1111118, 985707, 1067378, 998158]"
736,"[962568, 1055646, 1082185, 1029743, 955921, 1085476, 951590, 13115493, 13115903, 966778, 13115548, 5995692, 900802, 833715, 1053690, 1003421, 5581335, 894426, 1013321, 1137176, 953476, 918684, 890186, 1041259, 845208, 1116741, 5571444, 976998, 1112598, 904360]"
740,"[834484, 1051516, 6034857, 1116821, 995785, 995242, 1099945, 1024306, 1097909, 1139638, 1022254, 986947, 967762, 1026094, 904360, 1064002, 1096290, 916122, 882247, 1102067, 996070, 950118, 993441, 1128539, 9803207, 876232, 1014948, 936830, 942525, 1089392]"
741,"[840361, 903738, 927191, 13213604, 1109598, 845208, 6534178, 916122, 1129315, 995242, 857849, 1082185, 995785, 1124507, 1074405, 977344, 1024306, 901666, 1006264, 1008316, 977545, 885290, 997987, 1112238, 1011578, 998444, 823721, 5580166, 953377, 1007195]"
742,"[1106523, 1076875, 1133018, 870980, 883404, 1120741, 1053690, 882441, 1114597, 879755, 955043, 1096036, 994928, 908531, 923746, 1092026, 5592931, 992622, 1106301, 938165, 900370, 1065593, 913490, 1114653, 940024, 9526254, 1015826, 6396581, 12648954, 1015247]"
743,"[1050131, 1053763, 989075, 845537, 900491, 1118598, 911215, 973673, 972742, 1077975, 898980, 1059902, 1007191, 1106523, 883404, 826249, 1070820, 1098066, 1135222, 923746, 1051323, 969703, 1122358, 8119303, 897954, 935126, 1100691, 1101980, 944137, 1130858]"
744,"[1082185, 903325, 6534178, 862349, 840361, 995785, 1056509, 1024306, 1052912, 13115981, 1051323, 1058997, 5569230, 908846, 961554, 873654, 1022981, 996795, 994928, 824073, 878996, 884840, 844179, 1098066, 916122, 6424471, 1073426, 854852, 1127831, 1049897]"
745,"[1082185, 1077975, 854852, 8203451, 901062, 861272, 854754, 1026118, 1109014, 1065593, 6034857, 860776, 8069350, 1089024, 839766, 1136375, 992986, 1045080, 957190, 866227, 846823, 1105467, 1024998, 911215, 909899, 1051989, 997796, 954216, 976300, 1089392]"
747,"[883404, 1021715, 1111230, 908531, 1098066, 1058997, 1062966, 852317, 1120741, 909894, 1005186, 990297, 1086740, 8090537, 991592, 844165, 866211, 8090509, 1096036, 857006, 961024, 1023958, 866871, 1025535, 1019247, 854405, 1015247, 6944571, 967205, 9526410]"
750,"[883404, 844165, 834833, 1082185, 965766, 9527487, 845705, 936508, 1080414, 1065941, 1129671, 1024731, 1088835, 900370, 1055863, 1022872, 833723, 908531, 844179, 1097815, 826249, 907631, 987480, 919534, 6034221, 1039239, 7167219, 840361, 12457047, 885750]"
752,"[6534178, 986912, 856515, 1082185, 943892, 6534078, 961554, 933835, 908846, 1005186, 840361, 835098, 1133018, 924786, 1023979, 1094955, 869577, 880579, 999858, 1033142, 10285005, 1004906, 826249, 12301405, 12263788, 1006184, 923746, 1053924, 8067128, 826784]"
753,"[1082185, 10285005, 1029743, 1053690, 1030362, 5568072, 1000908, 981760, 847207, 1095275, 5995597, 896085, 995242, 1092026, 916767, 908531, 1026118, 6463451, 12263788, 1112238, 977166, 862349, 1075368, 952896, 1098066, 957190, 870933, 1119051, 929751, 854852]"
754,"[1036347, 1082185, 986947, 1016785, 1058997, 1127624, 901062, 1126899, 873887, 866211, 1076187, 1062002, 1005274, 9859052, 900842, 984715, 922127, 969403, 860776, 1070538, 8119093, 9242918, 935284, 1061203, 995785, 961554, 862826, 1127831, 913682, 7024990]"
755,"[6534178, 1091365, 838258, 972569, 1055853, 1005186, 1082185, 862349, 1058997, 7168890, 10355865, 279994, 1063207, 916993, 860776, 885863, 995965, 878996, 9338009, 1127831, 825541, 1137775, 840361, 7025202, 995785, 1129300, 971540, 1006555, 1131602, 1128399]"
757,"[5569471, 1039156, 962229, 1133018, 883404, 826249, 909894, 6534178, 831728, 1098066, 1101174, 1102959, 5569230, 852856, 1030040, 1056427, 1071594, 9368337, 12172240, 905164, 935008, 834826, 844818, 1126895, 902396, 825365, 997309, 7409874, 9884698, 930344]"
759,"[1082185, 5568447, 860776, 1015612, 986912, 1005186, 1131374, 830070, 1075524, 906844, 10150194, 843346, 1000462, 936914, 5567601, 850529, 1020156, 1091365, 857294, 6534077, 1018151, 854852, 925514, 981370, 13007846, 1036347, 1029968, 1080853, 9337369, 6533746]"
761,"[1106523, 914697, 1082185, 905072, 832976, 1029743, 1133018, 995242, 6534178, 914190, 1028473, 5568378, 1056509, 1115576, 859075, 1053690, 923746, 9934800, 858999, 1103691, 9878513, 834382, 1033062, 847270, 12263788, 1075214, 1010190, 1091365, 1068719, 9832070]"
762,"[986912, 1011300, 1091365, 1005186, 862349, 6534178, 962199, 866227, 10455984, 906262, 1082185, 938319, 1104414, 920002, 1107553, 9854913, 9707078, 1070820, 1063207, 5569993, 944167, 838258, 1059891, 926422, 861272, 1003441, 861445, 1095275, 930118, 885356]"
764,"[981760, 1082185, 1029743, 6534178, 9420067, 995242, 7409618, 878996, 1037863, 904574, 1028422, 923746, 845208, 1017201, 1071939, 1133018, 904236, 1051516, 896369, 911878, 1055863, 977481, 1109352, 902292, 834484, 961979, 994928, 1131602, 1137688, 965982]"
766,"[1082185, 995785, 901062, 903325, 860776, 868764, 1051516, 916990, 847270, 954642, 964385, 862349, 994928, 981760, 1026118, 1127831, 1093359, 1083296, 9547021, 908346, 1055853, 1137688, 1059891, 965050, 1096556, 1026235, 1020722, 959179, 965267, 904360]"
767,"[1102067, 1015781, 995242, 1082185, 862349, 1042571, 1077430, 840361, 905582, 900802, 1053690, 1076875, 8273950, 1042907, 945273, 999198, 6979005, 8119297, 1098066, 876695, 1108152, 12810393, 918368, 1046262, 1072523, 1093359, 968932, 1079292, 1118627, 1135768]"
768,"[6534178, 1029743, 995242, 9526730, 913210, 1100410, 9527223, 1126310, 860890, 1026712, 834117, 866227, 859075, 9526572, 1023958, 845705, 1096036, 994928, 1067954, 1127624, 1112238, 959409, 853998, 873964, 871440, 891141, 1053931, 1135768, 933637, 5592030]"
769,"[1082185, 1106523, 1065593, 1029743, 953476, 989101, 903674, 859010, 1058997, 1102959, 999134, 8019649, 9419525, 1035386, 1036432, 968417, 907652, 1003188, 5569303, 945200, 990440, 1098708, 873964, 1048462, 972742, 826860, 1121624, 826249, 1103105, 976998]"
770,"[5569230, 6534178, 1082185, 1029743, 859075, 995242, 1044078, 910032, 1015974, 1131438, 861445, 1092937, 962229, 940766, 907014, 9362429, 1014238, 1054688, 908531, 977545, 1048462, 1098066, 1086252, 977499, 1021164, 826249, 908318, 9527290, 1133254, 1131602]"
771,"[979707, 840361, 1068651, 6034857, 868764, 940947, 834484, 953476, 860776, 1104224, 959985, 997200, 961554, 1026118, 1022066, 1006250, 1098067, 1133018, 1058627, 9419525, 1002558, 1081177, 1082185, 854852, 1033142, 968936, 1077439, 909894, 995965, 916122]"
773,"[835973, 909714, 938300, 995785, 1082185, 861272, 860776, 911338, 13505572, 848029, 6548453, 1047226, 10344585, 995965, 9420181, 970030, 1058997, 955370, 5568729, 1103618, 887618, 9268695, 1102959, 1040935, 1074754, 916122, 1050082, 1107973, 925514, 15571290]"
776,"[1085604, 1029743, 1082185, 1027039, 851188, 971165, 8205218, 1101010, 995785, 1068292, 880579, 916122, 847982, 904375, 883404, 822241, 1012587, 999270, 1098066, 842140, 989075, 895295, 1062966, 901916, 901762, 868953, 905539, 907631, 1012873, 9526410]"
777,"[6533608, 1046816, 862725, 1070820, 6544236, 1028891, 12782182, 1059823, 947654, 12781828, 12781564, 966891, 906502, 897306, 1029743, 839419, 923670, 857503, 1005172, 6602697, 869024, 1130777, 9827666, 9297228, 1085846, 883202, 896161, 1057365, 1052439, 1040935]"
779,"[976199, 6533362, 5567702, 1009187, 1057260, 963365, 821083, 1071939, 1082185, 1102959, 860776, 847270, 5569230, 834484, 822259, 1051434, 848319, 981760, 948811, 1041259, 9527160, 1134483, 903325, 833025, 1040807, 5568489, 1110632, 1131602, 995965, 904360]"
781,"[1046816, 912681, 918688, 926065, 871061, 921288, 1124507, 910673, 1001277, 939442, 854405, 861485, 12524174, 7409918, 7410013, 1097761, 986939, 1082185, 904813, 12946027, 836445, 5578437, 1029112, 977545, 878996, 6514011, 848154, 945652, 953561, 995242]"
784,"[5569230, 6534178, 921288, 1102250, 861485, 912681, 939442, 1139782, 1082185, 1081177, 908531, 5569471, 1036939, 826249, 854852, 861792, 825541, 6534515, 1110572, 834484, 983584, 963971, 859010, 895268, 837270, 1101956, 1102959, 1119051, 9527290, 904360]"
786,"[972665, 5569230, 981760, 1106523, 1082185, 1096036, 1065538, 1133018, 878715, 989069, 907647, 1107661, 9858850, 1077588, 933835, 6423786, 1008032, 888014, 1127328, 986912, 921504, 823704, 864143, 5570048, 1058930, 5566592, 1009719, 960318, 893018, 1060269]"
787,"[5567702, 1079528, 1039156, 1044507, 957736, 1082185, 894236, 5569230, 823775, 862349, 1082212, 857538, 981082, 885290, 863664, 856772, 999104, 1104224, 7025114, 922318, 1014475, 824758, 831509, 1104414, 887102, 1007687, 5995692, 986947, 6391152, 9337581]"
788,"[6533765, 996425, 849843, 6534178, 5568378, 1076875, 1082185, 874255, 928486, 1095700, 5569230, 1043590, 1108168, 1124729, 1029743, 1038217, 925514, 948190, 843744, 8090537, 1120741, 5569845, 844839, 918733, 8090509, 985893, 1108131, 1037894, 998206, 873964]"
789,"[1071939, 981760, 922561, 1082185, 1137771, 1096036, 883003, 1040371, 1081177, 1101010, 973861, 12384953, 995242, 976955, 1095964, 971807, 1034567, 1043751, 1091383, 1139493, 959409, 997200, 9420181, 833025, 974958, 13115641, 1037720, 1111722, 8290421, 1072685]"
790,"[1070015, 902181, 1100273, 1037089, 5995177, 1028715, 892406, 1134738, 9297310, 994149, 9881592, 844839, 5570406, 1125391, 1139569, 1110624, 901711, 9297055, 877358, 1029743, 1043494, 7409944, 1037751, 1139915, 831587, 834993, 942556, 881443, 983316, 1030836]"
793,"[995242, 1082185, 8090565, 8090545, 1133018, 1068719, 13008321, 6534178, 1106523, 1029743, 860776, 981760, 1098066, 834129, 1118046, 896617, 911215, 1053763, 904360, 987122, 951526, 1005186, 7025496, 859426, 1102456, 1102959, 918368, 823721, 1098310, 898068]"
794,"[1126899, 1042907, 950638, 8090532, 959455, 995242, 1058997, 1026586, 865026, 867140, 904833, 1101174, 990981, 943081, 896613, 916993, 951590, 854852, 1038217, 8090545, 1045779, 961554, 1112333, 865178, 1029743, 1107553, 835098, 871756, 1117514, 1062002]"
795,"[1029743, 956125, 1043751, 910032, 1044078, 951590, 844165, 1062698, 981760, 990797, 1082185, 864532, 909638, 960318, 872021, 9527290, 1092026, 1030409, 1033615, 1085604, 1048440, 884774, 916575, 959272, 9419443, 866778, 841686, 1022981, 827180, 9337581]"
796,"[923746, 1082185, 969866, 862349, 993638, 908531, 994928, 1024306, 1022254, 981760, 901062, 916990, 896613, 1071939, 1123842, 1052912, 871252, 960984, 866227, 874149, 1007195, 1058997, 861445, 962568, 860776, 1026118, 1098066, 1025535, 1119051, 850058]"
798,"[13115626, 1082185, 1058997, 9420286, 1110843, 5572828, 908531, 6534030, 13841744, 9655679, 961803, 1070015, 994928, 978974, 987562, 9338009, 1007136, 995965, 977499, 1079048, 5568758, 1034499, 1107553, 991951, 12949855, 970202, 916993, 922307, 830582, 1048068]"
799,"[1058997, 1082185, 1126899, 970119, 1050851, 6534178, 928754, 918410, 860975, 5565447, 1029504, 1077430, 946839, 975155, 901062, 990797, 977268, 6534077, 877337, 1024306, 836051, 1110142, 849843, 916993, 9296919, 1006062, 1029289, 1089381, 1119089, 995722]"
800,"[995965, 953180, 1080145, 995242, 1138132, 9677202, 1028950, 8090537, 6391133, 9677236, 10285006, 1008324, 1031419, 860703, 6391086, 9676997, 1130029, 926465, 911974, 981760, 1065593, 1058686, 1005583, 1029743, 825249, 989101, 12263788, 5590965, 876593, 1062869]"
801,"[873178, 1053690, 9245106, 1029743, 981760, 1092026, 995242, 951590, 12731685, 1037863, 5564901, 845208, 10285141, 1082185, 1020682, 837107, 877935, 872417, 896938, 1094924, 1016709, 1009449, 903325, 9245312, 876504, 855672, 1103812, 1118393, 908531, 904360]"
802,"[1082185, 983584, 1005186, 908531, 1106523, 986912, 1041796, 8090537, 1024306, 898601, 1094004, 901403, 1118946, 861272, 905913, 948232, 1033046, 917839, 873627, 856252, 1133018, 1065538, 995785, 870420, 893018, 981760, 1056005, 839656, 1128647, 1043751]"
803,"[1082185, 962568, 843259, 969866, 1038217, 1106523, 1104649, 884089, 1123045, 1103629, 840361, 976998, 1044078, 897306, 995785, 865178, 941883, 5592931, 1113651, 1041688, 1004906, 938566, 7169034, 969725, 944139, 903325, 1033142, 9832160, 1115553, 970202]"
804,"[1029743, 1053690, 844165, 1120741, 1082185, 999971, 883404, 995242, 1092026, 5569230, 1101010, 1098066, 1133018, 943233, 987562, 826249, 908531, 1005172, 859075, 8090521, 5592931, 1134522, 5587656, 1122568, 866140, 1111230, 942475, 940332, 1062966, 1114263]"
805,"[899624, 870547, 923746, 868764, 979707, 844165, 916122, 1070015, 1029743, 1038663, 1033142, 6534178, 995242, 949023, 1024306, 1001148, 1096036, 981760, 893018, 965821, 1082185, 1068292, 908531, 966358, 1029624, 959409, 973861, 908988, 1088191, 904360]"
806,"[1029743, 868539, 5569471, 890955, 835243, 1135355, 1082185, 1056212, 948832, 1082212, 7024871, 6534178, 9935616, 1024306, 6772803, 999250, 866211, 8090536, 1126895, 5590287, 1065380, 846634, 5584620, 1135932, 883313, 968713, 5585635, 986121, 1012330, 5584027]"
807,"[896444, 8090653, 6034857, 6534178, 838186, 1029743, 908531, 5995692, 5995503, 968932, 977831, 995242, 7409957, 858999, 961554, 965530, 1049897, 1082185, 1024306, 972244, 1128608, 938700, 878996, 1135768, 860776, 1022119, 833723, 9337581, 1127831, 965267]"
808,"[1029743, 879755, 1016800, 1028816, 824005, 1109408, 6534178, 1082185, 1098066, 1008814, 844165, 1110843, 1071939, 908318, 1108429, 1036501, 834484, 849843, 908846, 916122, 1079484, 8249432, 1070928, 6773219, 6464165, 837270, 995242, 921345, 896369, 9189814]"
811,"[849843, 1029743, 847982, 930917, 5568378, 1006184, 995242, 1063700, 916122, 6979030, 841905, 995188, 1111072, 908846, 868319, 824311, 865178, 1125197, 1062002, 1097239, 850133, 866871, 908531, 9527323, 1098066, 826249, 1081355, 953476, 1076374, 947798]"
813,"[6534030, 6533608, 1082185, 860776, 895540, 1050851, 883932, 834117, 903325, 935393, 6034857, 946839, 1037337, 932179, 874972, 965292, 884896, 940726, 992529, 12810393, 8020001, 995785, 930118, 912681, 1022254, 1051468, 951412, 1117514, 835098, 896862]"
814,"[825365, 826249, 1098066, 860776, 993703, 854405, 961791, 6034857, 5568378, 1004906, 883404, 908846, 6534178, 1020581, 832492, 1054080, 1040371, 6548453, 1065835, 995965, 925766, 1007195, 886703, 1022053, 6533765, 1006184, 9526411, 12301109, 892920, 1046262]"
816,"[1082185, 883404, 1097704, 995242, 938187, 849843, 5565925, 848268, 820165, 1029743, 1050229, 1039484, 1075368, 901460, 861272, 1054539, 916122, 862349, 901062, 821890, 965050, 898363, 13213475, 5995491, 878667, 9297561, 1055425, 1033151, 857736, 849701]"
817,"[1070820, 1082185, 1092588, 923746, 981760, 856345, 1060673, 1122928, 1060408, 1108152, 862732, 870428, 1069582, 1125530, 961554, 9831882, 1027835, 1094924, 8090440, 1079338, 9420181, 849003, 1125702, 871433, 890610, 913894, 1050082, 1098910, 1131558, 904360]"
818,"[849843, 1029743, 6602697, 1082185, 9297191, 885290, 893501, 7168431, 938566, 6544236, 6534178, 982955, 862139, 929127, 1004906, 1098066, 873887, 940700, 7166863, 1003188, 904833, 922907, 948119, 942778, 940766, 960318, 7168057, 1075827, 989101, 9856740]"
820,"[9527158, 8090509, 1124729, 849843, 9526563, 1106523, 947798, 1076875, 852015, 877310, 987480, 1082185, 1037894, 1108168, 1053690, 7441391, 1085604, 9879410, 878234, 1004906, 5568489, 833723, 1072330, 819765, 873964, 5568509, 865189, 859010, 949875, 12648296]"
822,"[1088835, 981760, 995242, 1005186, 841228, 940947, 917407, 874736, 882441, 1132770, 852303, 962118, 917277, 933060, 948848, 1114597, 908531, 8065410, 1094955, 1029743, 940731, 935993, 1123434, 912914, 8019716, 910151, 854405, 9296849, 826249, 1015141]"
823,"[1055646, 834484, 860776, 6534178, 981760, 882441, 1118946, 835578, 859075, 1120741, 6773204, 1132770, 920308, 873964, 1037337, 1018007, 1106523, 12757653, 1091365, 883932, 1108168, 947798, 1007195, 1038684, 5585510, 995785, 1005186, 867668, 5569230, 6039586]"
824,"[1106523, 889188, 923746, 1046689, 962229, 1086061, 13115579, 963971, 972894, 845208, 1113111, 1082185, 5592585, 848322, 982393, 1106301, 968215, 847270, 901067, 830156, 1068719, 1115874, 1022254, 847982, 1098066, 912817, 1038745, 1016800, 873056, 1062002]"
825,"[1082185, 6533889, 1058997, 5584007, 1028816, 913210, 976199, 938700, 1079223, 843756, 860776, 915493, 908846, 847270, 1013321, 854852, 1119405, 987562, 858743, 7025106, 910207, 858700, 5588666, 1031253, 5584027, 971922, 1095275, 896809, 1033142, 1127831]"
826,"[12384431, 1030093, 970792, 986869, 961620, 864143, 6534178, 1082185, 1037840, 1137304, 6533765, 952981, 951590, 995242, 862981, 884897, 957420, 10456371, 970760, 862826, 1077579, 9297017, 5566809, 869150, 934399, 1073546, 1084138, 940139, 835394, 965217]"
829,"[995242, 899446, 1050310, 1059891, 1082185, 1029915, 997506, 1132771, 834236, 1104414, 1137775, 990440, 960791, 1018740, 882604, 1101010, 10457233, 872729, 820361, 972456, 902659, 958729, 1023958, 998424, 973861, 927325, 12427353, 1110483, 909894, 880150]"
831,"[951590, 957736, 1069003, 885406, 995242, 5569230, 960421, 970030, 916122, 1100972, 1046584, 1003421, 937626, 982493, 1005186, 1048440, 1115360, 1079820, 1128016, 856252, 1009128, 890695, 999714, 915174, 1083721, 1052975, 981521, 995417, 1023830, 904360]"
836,"[990869, 851287, 916993, 905459, 1047619, 938841, 999581, 1073150, 911470, 1042544, 877358, 962229, 833723, 1086740, 879143, 951590, 1080472, 9527066, 1084177, 889319, 847982, 6551861, 929472, 9884698, 1126899, 974177, 8357825, 1108094, 13910296, 1077276]"
837,"[1082185, 8090549, 5585735, 5587133, 976065, 854852, 5589247, 1008892, 5588666, 1112825, 5585635, 10204822, 1138467, 852360, 1007195, 892503, 1126899, 901062, 8090532, 855138, 948509, 1006250, 834484, 993638, 901666, 1016302, 1043301, 1103105, 1127179, 1055646]"
